ID,Name,Industry,Inception,Employees,State,City,Revenue,Expenses,Profit,Growth
860,Buretteadmirable,Financial Services,2012,105,CA,Lindon,"$13,012,389","5,999,661 Dollars",,7%
861,Inventtremendous,Health,2018,438,WI,Houston,"$9,671,873","6,235,329 Dollars",,20%
862,Overviewparrot,IT Services,2021,418,OH,Herndon,"$19,833,482","6,751,233 Dollars",,75%
863,Belaguerra,Health,2022,373,PA,Minneapolis,"$17,725,602","3,436,061 Dollars",,0%
864,Allpossible,Financial Services,2011,17,NV,Lehi,"$860,832","2,466,043 Dollars",,5%
865,Comparejson,IT Services,2021,276,NC,Washington,"$15,206,354","6,544,489 Dollars",,90%
866,Pickledcanoeing,IT Services,2021,190,VA,Columbus,"$3,843,485","5,081,917 Dollars",,69%
867,Assurehelp,IT Services,2006,470,MD,Houston,"$6,349,116","841,580 Dollars",,66%
868,Shrimpssecurity,IT Services,2013,296,TX,Highlands Ranch,"$15,519,108","5,349,386 Dollars",,70%
869,Rawfishcomplete,Software,2022,339,IL,Fort Lauderdale,"$12,047,616","4,884,585 Dollars",,50%
870,Buretteadmirable,Software,2019,154,OH,New York,"$11,272,680","1,298,259 Dollars",,45%
871,Inventtremendous,IT Services,2007,424,MN,Alpharetta,"$4,482,251","5,455,658 Dollars",,72%
872,Overviewparrot,Retail,2006,477,DC,Scottsdale,"$1,304,769","4,854,788 Dollars",,11%
873,Belaguerra,Health,2007,162,CA,Humble,"$15,248,581","7,777,973 Dollars",,12%
874,Allpossible,IT Services,2009,310,ME,Whitestone,"$2,613,037","634,361 Dollars",,83%
875,Comparejson,Government Services,2010,165,MN,Brooklyn,"$15,476,483","4,113,480 Dollars",,7%
876,Pickledcanoeing,Software,2022,108,TX,Nashville,"$16,905,569","4,473,384 Dollars",,60%
877,Assurehelp,Government Services,2012,247,MI,Las Vegas,"$3,225,987","2,327,340 Dollars",,6%
878,Shrimpssecurity,IT Services,2020,428,CA,Mauldin,"$9,120,880","4,938,868 Dollars",,70%
879,Rawfishcomplete,IT Services,2014,377,WI,New York,"$862,038","71,220 Dollars",,86%
880,Buretteadmirable,Government Services,2018,182,OH,Denver,"$5,656,856","4,944,685 Dollars",,11%
881,Inventtremendous,Government Services,2005,5,PA,Woodstock,"$1,039,720","6,105,206 Dollars",,6%
882,Overviewparrot,IT Services,2013,338,NV,Commerce Township,"$7,525,732","4,934,352 Dollars",,62%
883,Belaguerra,Retail,2017,135,NC,Huntington Beach,"$18,535,838","2,907,699 Dollars",,15%
884,Allpossible,Government Services,2018,310,VA,Bethesda,"$9,980,649","2,599,092 Dollars",,9%
885,Comparejson,Construction,2009,247,MD,Philadelphia,"$15,953,628","3,974,722 Dollars",,12%
886,Pickledcanoeing,Construction,2017,22,TX,Suwanee,"$6,370,420","4,126,155 Dollars",,16%
887,Assurehelp,Software,2007,411,IL,Memphis,"$10,361,149","4,177,192 Dollars",,41%
888,Shrimpssecurity,IT Services,2009,53,OH,Allentown,"$15,222,700","1,435,104 Dollars",,70%
889,Rawfishcomplete,IT Services,2020,238,MN,Reston,"$17,528,019","3,879,437 Dollars",,75%
890,Buretteadmirable,IT Services,2012,205,DC,Nashville,"$9,326,994","8,213,906 Dollars",,72%
891,Inventtremendous,Health,2018,147,CA,Phoenix,"$15,898,963","3,724,606 Dollars",,7%
892,Overviewparrot,Software,2022,184,ME,West Des Moines,"$9,064,368","4,263,513 Dollars",,48%
893,Belaguerra,Software,2012,100,MN,Marietta,"$5,271,378","887,659 Dollars",,53%
894,Allpossible,Health,2022,324,TX,Alexandria,"$13,077,325","1,499,831 Dollars",,23%
895,Comparejson,Health,2006,209,MI,Nashville,"$4,562,757","1,432,739 Dollars",,12%
896,Pickledcanoeing,IT Services,2014,177,CA,Minneapolis,"$5,711,086","3,279,307 Dollars",,80%
897,Assurehelp,IT Services,2022,462,WI,Deerfield Beach,"$2,257,126","409,238 Dollars",,80%
898,Shrimpssecurity,Government Services,2006,7,OH,Erlanger,"$10,329,438","2,661,259 Dollars",,8%
899,Rawfishcomplete,IT Services,2008,396,PA,Roseville,"$15,195,578","4,374,603 Dollars",,85%
900,Buretteadmirable,Software,2017,168,NV,Houston,"$15,774,259","4,960,267 Dollars",,47%
901,Inventtremendous,IT Services,2016,362,NC,Sunrise,"$17,201,639","3,796,677 Dollars",,79%
902,Overviewparrot,IT Services,2010,286,VA,Falls Church,"$9,262,512","6,091,556 Dollars",,87%
903,Belaguerra,Health,2006,389,MD,El Segundo,"$13,544,377","1,243,957 Dollars",,10%
904,Allpossible,Software,2009,20,TX,Melville,"$10,119,586","3,814,138 Dollars",,65%
905,Comparejson,Construction,2020,285,IL,atlanta,"$11,664,556","4,117,954 Dollars",,8%
906,Pickledcanoeing,Retail,2016,316,OH,Ontario,"$1,282,769","2,498,399 Dollars",,15%
907,Assurehelp,Software,2018,26,MN,Tampa,"$5,805,391","5,666,734 Dollars",,62%
908,Shrimpssecurity,IT Services,2010,49,DC,Portland,"$359,910","5,648,409 Dollars",,85%
909,Rawfishcomplete,IT Services,2014,118,CA,Greenbelt,"$7,077,160","3,987,942 Dollars",,82%
910,Buretteadmirable,Retail,2021,83,ME,Tampa,"$5,065,375","6,521,159 Dollars",,10%
911,Inventtremendous,IT Services,2006,243,MN,Niagara Falls,"$2,062,215","2,140,031 Dollars",,60%
912,Overviewparrot,Construction,2009,209,TX,Kentwood,"$4,429,199","3,769,435 Dollars",,13%
913,Belaguerra,IT Services,2022,363,MI,Bridgeview,"$10,937,053","2,016,501 Dollars",,69%
914,Allpossible,Health,2011,6,CA,Columbus,"$2,679,562","6,652,797 Dollars",,21%
915,Comparejson,Retail,2011,424,WI,Latham,"$1,467,103","2,447,210 Dollars",,10%
916,Pickledcanoeing,Health,2005,177,OH,Carrollton,"$11,384,035","8,516,662 Dollars",,9%
917,Assurehelp,Financial Services,2015,268,PA,St. Louis,"$15,763,975","6,339,353 Dollars",,8%
918,Shrimpssecurity,IT Services,2009,426,NV,Dallas,"$16,391,880","4,932,727 Dollars",,90%
919,Rawfishcomplete,IT Services,2019,85,NC,New York,"$18,169,907","639,514 Dollars",,83%
920,Buretteadmirable,Health,2018,112,VA,Shillington,"$15,477,855","3,170,939 Dollars",,21%
921,Inventtremendous,Financial Services,2017,223,MD,Plano,"$18,768,236","4,696,023 Dollars",,15%
922,Overviewparrot,Health,2015,306,TX,Oklahoma City,"$8,988,035","3,852,683 Dollars",,9%
923,Belaguerra,Retail,2020,344,IL,Kennesaw,"$10,622,268","6,403,760 Dollars",,12%
924,Allpossible,Health,2021,210,OH,Cleveland,"$3,823,914","4,691,189 Dollars",,24%
925,Comparejson,Financial Services,2016,373,MN,Jamestown,"$16,834,664","462,546 Dollars",,11%
926,Pickledcanoeing,IT Services,2005,152,DC,Allentown,"$18,060,206","3,824,138 Dollars",,76%
927,Assurehelp,Retail,2019,400,CA,Tampa,"$19,022,000","4,284,411 Dollars",,15%
928,Shrimpssecurity,Construction,2019,227,ME,Santa Clara,"$18,372,697","5,274,252 Dollars",,6%
929,Rawfishcomplete,Construction,2009,144,MN,Herndon,"$13,573,479","6,025,149 Dollars",,5%
930,Buretteadmirable,Retail,2010,334,TX,Chicago,"$7,224,669","6,017,013 Dollars",,14%
931,Inventtremendous,IT Services,2014,288,MI,Madison,"$17,162,298","7,560,120 Dollars",,66%
932,Overviewparrot,Construction,2008,441,CA,Coeur d Alene,"$8,451,208","3,107,321 Dollars",,22%
933,Belaguerra,Financial Services,2008,117,WI,Minneapolis,"$19,074,333","4,618,267 Dollars",,5%
934,Allpossible,IT Services,2013,230,OH,Lehi,"$8,478,958","5,303,735 Dollars",,66%
935,Comparejson,IT Services,2010,83,PA,Glen Allen,"$243,076","3,182,830 Dollars",,68%
936,Pickledcanoeing,IT Services,2022,33,NV,Denver,"$6,641,112","5,230,775 Dollars",,77%
937,Assurehelp,Retail,2021,11,NC,Santa Clara,"$14,481,101","6,555,898 Dollars",,10%
938,Shrimpssecurity,Software,2016,190,VA,Sarasota,"$16,693,710","5,663,097 Dollars",,57%
939,Rawfishcomplete,Construction,2016,104,MD,Bellevue,"$9,602,185","4,670,259 Dollars",,11%
940,Buretteadmirable,Construction,2007,439,TX,Orlando,"$18,236,255","3,211,124 Dollars",,16%
941,Inventtremendous,Financial Services,2016,431,IL,Mansfield,"$19,628,663","4,986,521 Dollars",,10%
942,Overviewparrot,Software,2011,454,OH,Bethesda,"$19,186,503","6,195,131 Dollars",,63%
943,Belaguerra,IT Services,2014,40,MN,Fort Worth,"$16,950,894","3,293,815 Dollars",,86%
944,Allpossible,Health,2016,31,DC,San Diego,"$12,871,603","6,770,284 Dollars",,0%
945,Comparejson,Health,2010,466,CA,Columbus,"$15,611,429","9,046,499 Dollars",,19%
946,Pickledcanoeing,IT Services,2021,225,ME,Durham,"$18,904,678","3,738,582 Dollars",,73%
947,Assurehelp,Health,2010,206,MN,North Wales,"$5,071,951","6,405,471 Dollars",,21%
948,Shrimpssecurity,Retail,2017,51,TX,Nashville,"$8,181,598","3,354,030 Dollars",,10%
949,Rawfishcomplete,Retail,2019,116,MI,South Plainfield,"$4,550,679","5,929,829 Dollars",,14%
950,Buretteadmirable,Construction,2015,123,CA,Cambridge,"$2,161,554","1,417,657 Dollars",,23%
951,Inventtremendous,Retail,2010,438,WI,Boca Raton,"$16,918,500","3,439,229 Dollars",,14%
952,Overviewparrot,IT Services,2015,81,OH,Rockville,"$2,347,429","6,500,701 Dollars",,87%
953,Belaguerra,IT Services,2012,127,PA,Rolling Meadows,"$12,171,218","5,293,165 Dollars",,84%
954,Allpossible,IT Services,2018,2,NV,Haltom City,"$13,846,425","4,669,811 Dollars",,72%
955,Comparejson,IT Services,2015,271,NC,Huntsville,"$7,320,831","2,191,141 Dollars",,69%
956,Pickledcanoeing,Health,2009,423,VA,Springfield,"$9,424,929","1,267,423 Dollars",,12%
957,Assurehelp,IT Services,2020,481,MD,Weston,"$8,530,366","1,876,607 Dollars",,83%
958,Shrimpssecurity,Software,2010,173,TX,Tampa,"$18,411,539","4,750,544 Dollars",,43%
959,Rawfishcomplete,IT Services,2014,96,IL,St. Louis,"$17,972,641","968,519 Dollars",,81%
960,Buretteadmirable,Construction,2016,7,OH,Carrollton,"$1,041,533","7,237,384 Dollars",,4%
961,Inventtremendous,Financial Services,2009,430,MN,Tulsa,"$13,373,997","2,005,196 Dollars",,11%
962,Overviewparrot,IT Services,2016,469,DC,Davidson,"$13,503,890","3,330,830 Dollars",,70%
963,Belaguerra,Software,2021,138,CA,Westfield,"$18,180,860","9,331,422 Dollars",,65%
964,Allpossible,Retail,2007,419,ME,Durham,"$4,858,985","7,065,344 Dollars",,10%
965,Comparejson,Financial Services,2008,414,MN,San Ramon,"$18,186,130","2,563,501 Dollars",,5%
966,Pickledcanoeing,Health,2010,446,TX,Brookfield,"$9,048,738","765,625 Dollars",,4%
967,Assurehelp,Financial Services,2006,281,MI,Clifton Park,"$7,637,792","4,248,248 Dollars",,10%
968,Shrimpssecurity,Financial Services,2006,53,CA,San Diego,"$18,419,389","5,531,005 Dollars",,12%
969,Rawfishcomplete,Construction,2005,261,WI,Wauwatosa,"$12,472,642","6,191,047 Dollars",,10%
970,Buretteadmirable,Health,2013,149,OH,San Diego,"$5,389,124","4,368,408 Dollars",,5%
971,Inventtremendous,IT Services,2020,82,PA,Seattle,"$17,171,808","7,494,848 Dollars",,74%
972,Overviewparrot,IT Services,2009,38,NV,Austin,"$18,198,249","6,187,327 Dollars",,65%
973,Belaguerra,Financial Services,2021,465,NC,Indianapolis,"$3,830,668","4,220,456 Dollars",,10%
974,Allpossible,Software,2011,392,VA,New York,"$2,898,569","4,453,821 Dollars",,46%
975,Comparejson,Software,2010,343,MD,Reston,"$9,793,579","3,549,636 Dollars",,50%
976,Pickledcanoeing,Health,2020,38,TX,Coralville,"$19,030,227","7,957,744 Dollars",,27%
977,Assurehelp,IT Services,2008,483,IL,San Diego,"$9,902,679","4,316,633 Dollars",,69%
978,Shrimpssecurity,Software,2005,452,OH,Moscow,"$8,023,456","3,570,802 Dollars",,65%
979,Rawfishcomplete,Health,2013,263,MN,Carlsbad,"$10,788,238","1,450,081 Dollars",,5%
980,Buretteadmirable,Government Services,2017,294,DC,Farmers Branch,"$19,667,467","4,786,822 Dollars",,8%
981,Inventtremendous,Software,2009,109,CA,Silver Spring,"$13,448,044","3,877,334 Dollars",,45%
982,Overviewparrot,Health,2020,269,ME,Florence,"$178,592","2,950,690 Dollars",,2%
983,Belaguerra,Health,2021,324,MN,Oshkosh,"$13,647,459","6,486,428 Dollars",,15%
984,Allpossible,IT Services,2017,136,TX,Twinsburg,"$7,111,197","2,442,827 Dollars",,89%
985,Comparejson,Health,2021,145,MI,Plymouth Meeting,"$2,673,403","5,267,076 Dollars",,7%
986,Pickledcanoeing,IT Services,2021,112,CA,henderson,"$13,249,634","3,649,281 Dollars",,82%
987,Assurehelp,Financial Services,2021,31,WI,Greensboro,"$13,784,247","1,956,850 Dollars",,10%
988,Shrimpssecurity,Health,2014,426,OH,Falls Church,"$15,194,714","4,829,431 Dollars",,1%
989,Rawfishcomplete,IT Services,2011,433,PA,Germantown,"$10,942,419","3,820,512 Dollars",,60%
990,Buretteadmirable,Retail,2007,53,NV,Houston,"$13,539,799","552,469 Dollars",,13%
991,Inventtremendous,Health,2005,157,NC,Glendale Heights,"$12,667,263","1,735,278 Dollars",,0%
992,Overviewparrot,Government Services,2022,339,VA,Medina,"$11,187,850","2,682,895 Dollars",,13%
993,Belaguerra,Construction,2013,84,MD,Minneapolis,"$7,506,168","5,014,082 Dollars",,18%
994,Allpossible,Software,2013,51,TX,Washington,"$18,345,483","5,344,673 Dollars",,65%
995,Comparejson,IT Services,2013,263,IL,Los Angeles,"$7,997,819","4,971,121 Dollars",,80%
996,Pickledcanoeing,IT Services,2015,369,OH,Portland,"$12,347,896","6,665,588 Dollars",,84%
997,Assurehelp,Financial Services,2019,78,MN,Woodbury,"$11,686,249","6,266,038 Dollars",,6%
998,Shrimpssecurity,IT Services,2005,120,DC,Fort Worth,"$7,394,733","7,221,105 Dollars",,77%
999,Rawfishcomplete,Software,2005,91,CA,Troy,"$15,712,627","1,485,996 Dollars",,62%
1000,Buretteadmirable,Financial Services,2014,282,ME,Los Angeles,"$15,170,288","3,533,351 Dollars",,11%
1001,Inventtremendous,Government Services,2007,338,MN,Franklin,"$18,638,072","7,451,574 Dollars",,13%
1002,Overviewparrot,IT Services,2015,237,TX,Newtown Square,"$10,265,026","3,834,887 Dollars",,68%
1003,Belaguerra,IT Services,2019,410,MI,Greenville,"$610,349","1,394,334 Dollars",,85%
1004,Allpossible,IT Services,2012,4,CA,Orange,"$19,650,572","5,204,054 Dollars",,64%
1005,Comparejson,IT Services,2008,300,WI,Madison,"$13,378,311","6,385,106 Dollars",,88%
1006,Pickledcanoeing,Health,2011,330,OH,Manalapan,"$7,731,662","3,922,560 Dollars",,20%
1007,Assurehelp,Retail,2010,310,PA,Clayton,"$9,133,557","3,660,172 Dollars",,11%
1008,Shrimpssecurity,Financial Services,2005,372,NV,Woodside,"$13,856,521","1,422,673 Dollars",,12%
1009,Rawfishcomplete,IT Services,2017,202,NC,San Ramon,"$7,538,984","7,818,650 Dollars",,65%
1010,Buretteadmirable,Financial Services,2016,147,VA,Boca Raton,"$14,810,416","5,633,956 Dollars",,13%
1011,Inventtremendous,Health,2021,136,MD,New York,"$8,861,378","4,919,210 Dollars",,16%
1012,Overviewparrot,Retail,2007,93,TX,Bellevue,"$5,708,631","4,083,753 Dollars",,12%
1013,Belaguerra,IT Services,2021,277,IL,Flowood,"$6,196,679","4,645,618 Dollars",,60%
1014,Allpossible,Health,2020,18,OH,San Ramon,"$15,193,600","5,245,127 Dollars",,7%
1015,Comparejson,Retail,2006,448,MN,Louisville,"$11,723,731","6,519,468 Dollars",,13%
1016,Pickledcanoeing,Health,2013,97,DC,Clayton,"$10,986,878","2,296,075 Dollars",,21%
1017,Assurehelp,Government Services,2008,33,CA,Iselin,"$3,167,953","2,161,453 Dollars",,6%
1018,Shrimpssecurity,IT Services,2007,396,ME,Suffolk,"$5,045,672","4,498,840 Dollars",,62%
1019,Rawfishcomplete,IT Services,2022,191,MN,Monroe,"$17,340,197","2,632,757 Dollars",,90%
1020,Buretteadmirable,Financial Services,2012,290,TX,Durham,"$3,558,437","5,949,930 Dollars",,5%
1021,Inventtremendous,IT Services,2005,187,MI,Huntsville,"$5,099,961","5,468,576 Dollars",,68%
1022,Overviewparrot,IT Services,2009,399,CA,McLean,"$13,355,105","3,236,512 Dollars",,64%
1023,Belaguerra,Financial Services,2022,321,WI,Columbia,"$3,241,552","5,763,239 Dollars",,9%
1024,Allpossible,Health,2009,171,OH,Collingswood,"$10,993,804","8,007,772 Dollars",,8%
1025,Comparejson,Health,2011,214,PA,Houston,"$6,487,358","6,471,605 Dollars",,21%
1026,Pickledcanoeing,Financial Services,2016,284,NV,Dacula,"$2,903,619","3,084,698 Dollars",,10%
1027,Assurehelp,Government Services,2017,301,NC,Tampa,"$741,888","2,666,041 Dollars",,6%
1028,Shrimpssecurity,IT Services,2011,351,VA,Cary,"$14,464,653","5,747,353 Dollars",,85%
1029,Rawfishcomplete,IT Services,2017,373,MD,South Jordan,"$6,176,492","6,731,633 Dollars",,80%
1030,Buretteadmirable,Health,2006,201,TX,Scottsdale,"$12,469,691","4,262,907 Dollars",,19%
1031,Inventtremendous,IT Services,2021,384,IL,Vienna,"$8,611,591","6,602,536 Dollars",,86%
1032,Overviewparrot,Retail,2017,242,OH,Franklin,"$8,113,539","9,592,418 Dollars",,15%
1033,Belaguerra,IT Services,2019,278,MN,Des Plaines,"$9,196,663","3,254,900 Dollars",,88%
1034,Allpossible,Financial Services,2020,187,DC,Newport Beach,"$14,276,337","7,744,505 Dollars",,6%
1035,Comparejson,IT Services,2017,278,CA,Houston,"$3,494,481","4,415,567 Dollars",,82%
1036,Pickledcanoeing,Health,2014,73,ME,Dallas,"$4,204,914","441,751 Dollars",,25%
1037,Assurehelp,Construction,2005,229,MN,Seattle,"$7,270,765","3,110,200 Dollars",,23%
1038,Shrimpssecurity,Health,2021,305,TX,Columbia,"$17,753,946","187,656 Dollars",,2%
1039,Rawfishcomplete,Retail,2019,337,MI,Davenport,"$15,591,933","4,638,214 Dollars",,12%
1040,Buretteadmirable,Retail,2017,259,CA,West Hollywood,"$15,726,802","5,042,569 Dollars",,11%
1041,Inventtremendous,Health,2008,149,WI,Duluth,"$10,804,097","5,323,161 Dollars",,27%
1042,Overviewparrot,Government Services,2008,477,OH,West Hartford,"$18,347,838","4,515,113 Dollars",,8%
1043,Belaguerra,IT Services,2022,237,PA,Reston,"$5,655,628","1,955,491 Dollars",,61%
1044,Allpossible,Construction,2016,410,NV,Franklin,"$3,578,217","2,239,824 Dollars",,23%
1045,Comparejson,IT Services,2006,307,NC,Lisbon Falls,"$5,223,253","5,506,037 Dollars",,69%
1046,Pickledcanoeing,Financial Services,2016,281,VA,Midlothian,"$6,397,890","2,446,640 Dollars",,5%
1047,Assurehelp,Government Services,2015,355,MD,San Diego,"$11,829,323","6,350,097 Dollars",,8%
1048,Shrimpssecurity,IT Services,2014,247,TX,Silver Spring,"$13,490,695","4,402,985 Dollars",,84%
1049,Rawfishcomplete,Financial Services,2022,295,IL,Carlsbad,"$2,632,507","2,861,976 Dollars",,13%
1050,Buretteadmirable,IT Services,2021,70,OH,O'Fallon,"$6,969,660","2,486,141 Dollars",,69%
1051,Inventtremendous,Health,2008,476,MN,Virginia Beach,"$6,920,322","2,813,782 Dollars",,28%
1052,Overviewparrot,IT Services,2017,132,DC,Star City,"$11,927,183","4,177,865 Dollars",,71%
1053,Belaguerra,Health,2018,173,CA,Philadelphia,"$7,204,836","6,803,827 Dollars",,25%
1054,Allpossible,IT Services,2010,272,ME,Chicago,"$17,051,765","2,975,435 Dollars",,74%
1055,Comparejson,Government Services,2008,331,MN,St. Petersburg,"$14,695,084","9,712,297 Dollars",,14%
1056,Pickledcanoeing,Retail,2005,410,TX,Plano,"$9,846,469","3,348,651 Dollars",,10%
1057,Assurehelp,Health,2013,464,MI,Newark,"$2,659,459","1,207,274 Dollars",,11%
1058,Shrimpssecurity,Retail,2016,396,CA,Maitland,"$6,098,642","4,859,319 Dollars",,12%
1059,Rawfishcomplete,Financial Services,2005,7,WI,Augusta,"$3,816,488","640,032 Dollars",,11%
1060,Buretteadmirable,IT Services,2005,481,OH,Chicago,"$3,071,917","3,880,429 Dollars",,65%
1061,Inventtremendous,IT Services,2008,77,PA,Seattle,"$3,917,822","5,904,503 Dollars",,86%
1062,Overviewparrot,Government Services,2021,241,NV,Herndon,"$17,093,259","4,458,448 Dollars",,7%
1063,Belaguerra,IT Services,2013,242,NC,Lee's Summit,"$9,100,992","6,186,395 Dollars",,71%
1064,Allpossible,IT Services,2012,419,VA,Tysons Corner,"$19,877,242","1,830,111 Dollars",,79%
1065,Comparejson,Retail,2017,114,MD,Alpharetta,"$10,746,367","5,767,853 Dollars",,15%
1066,Pickledcanoeing,Retail,2005,84,TX,New York,"$11,734,946","2,758,426 Dollars",,13%
1067,Assurehelp,Retail,2008,421,IL,Lake Charles,"$12,693,078","5,130,875 Dollars",,15%
1068,Shrimpssecurity,IT Services,2011,463,OH,Cheektowaga,"$8,340,857","4,068,631 Dollars",,67%
1069,Rawfishcomplete,IT Services,2018,356,MN,Cambridge,"$15,751,097","3,238,628 Dollars",,75%
1070,Buretteadmirable,IT Services,2014,196,DC,WAYNE,"$5,011,731","5,575,609 Dollars",,87%
1071,Inventtremendous,Construction,2013,148,CA,Santa Clara,"$10,730,371","3,100,574 Dollars",,4%
1072,Overviewparrot,IT Services,2022,34,ME,Orem,"$8,455,025","1,757,808 Dollars",,81%
1073,Belaguerra,Government Services,2005,222,MN,Seattle,"$6,329,848","6,248,733 Dollars",,13%
1074,Allpossible,Construction,2022,349,TX,Rancho Dominguez,"$13,852,470","6,083,094 Dollars",,26%
1075,Comparejson,Government Services,2016,489,MI,Herndon,"$18,638,727","3,683,237 Dollars",,5%
1076,Pickledcanoeing,Financial Services,2018,250,CA,Nashville,"$12,149,234","7,736,440 Dollars",,5%
1077,Assurehelp,Health,2010,13,WI,Williamsville,"$13,430,007","1,185,899 Dollars",,5%
1078,Shrimpssecurity,Health,2021,419,OH,Mount Laurel,"$3,160,918","6,667,373 Dollars",,9%
1079,Rawfishcomplete,Health,2007,228,PA,Santa Barbara,"$19,241,033","4,390,261 Dollars",,23%
1080,Buretteadmirable,IT Services,2013,223,NV,Boca Raton,"$13,531,949","6,503,653 Dollars",,90%
